,Tweet,tweet_eng,final,sentiment_score,sentiments,Compound_Score,Sentiments,Positive,Negative,Neutral,Compound
468,lion air buka lagi rute ambon langgur siap jelajahi kepulauan kei ,Lion Air Reopens Ambon Langgur Route Ready to Explore the Kei Islands,lion air buka rute ambon langgur jelajah pulau kei,0.2,Positive,0.3612,Positive,0.185,0.0,0.815,0.3612
469,herman deru diserbu selfie jemaah antusias umrah indikator membaiknya ekonomi sebanyak jemaah umroh akbar syawal charter lion air bersama holiday angkasa wisata southem sumatera ,Herman Deru Attacked by Selfies of Enthusiastic Umrah Congregants Indicator of Improving Economy,herman deru serbu selfie jemaah antusias umrah indikator baik ekonomi jemaah umroh akbar syawal charter lion air holiday angkasa wisata southem sumatera,0.6,Positive,0.4588,Positive,0.316,0.158,0.526,0.4588
470,ehh lionair merci ,Hey lionair merci,ehh lionair merci,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
471,naik lion air upg ckg kayak sauna selama jam ,Ride Lion Air UPG CKG like a sauna for hours,lion air upg ckg kayak sauna jam,0.0,Neutral,0.3612,Positive,0.217,0.0,0.783,0.3612
472,penerbangan makassar balikpapan pkl dengan pesawat lion air dgn nomor penerbangan ,Makassar Balikpapan Pkl flight with Lion Air aircraft with flight number,terbang makassar balikpapan pkl pesawat lion air nomor terbang,0.0,Neutral,0.0772,Positive,0.115,0.0,0.885,0.0772
473,sugeng siang sedherek piye kabare pagi ini dengan menggunakan maskapai lion air saya hadir kota solo untuk menyaksikan langsung prosesi akad nikah sahabat saya ketua mahkamah konstitusi bapak anwar usman dan ibu idawati adik dari bapak presiden jokowi ,"Happy afternoon sedherek Piye Kabare This morning using Lion Air I went to the city of Solo to witness firsthand the procession of my friend's marriage contract, the Chief Justice of the Constitutional Court, Mr. Anwar Usman and Mrs. Idawati, the sister of Mr. President Jokowi.",sugeng siang sedherek piye kabare pagi maskapai lion air hadir kota solo saksi langsung prosesi akad nikah sahabat ketua mahkamah konstitusi anwar usman idawati adik presiden jokowi,0.8,Positive,0.7964,Positive,0.139,0.0,0.861,0.7964
474, bonekcasuals kiro nang sby numpak sriwijaya opo lion air cak wkwkwk,bonekcasuals Kiro nang sby numpak sriwijaya or lion air cak Wkwkwk,bonekcasuals kiro nang sby numpak sriwijaya opo lion air cak wkwkwk,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
475,olahraga pagi bersama lion air pindah pindah gate gajelas eim ,"Morning exercise with Lion Air. Moving to the gate, I'm not clear",olahraga pagi lion air pindah pindah gate gajelas eim,-0.05000000000000001,Negative,-0.2924,Negative,0.0,0.166,0.834,-0.2924
476, askrlfess janjian sama lion air ,Askrlfess Promise with Lion Air,askrlfess janji lion air,0.0,Neutral,0.3182,Positive,0.365,0.0,0.635,0.3182
477,lion air segera terbang dari ambon langgur mengudara dari bandar udara internasional pattimura ambon amq tujuan bandar udara karel sadsuitubun langgur luv pergi pulang untuk melayani penumpang berjadwal dalam negeri regular flight ,"Lion Air will immediately fly from Ambon Langgur, airing from Ambon Pattimura International Airport AMQ destination Karel Sadsuitubun Langgur Airport LUV round trip to serve scheduled domestic regular flight passengers",lion air terbang ambon langgur udara bandar udara internasional pattimura ambon amq tuju bandar udara karel sadsuitubun langgur luv pergi pulang layan tumpang jadwal negeri regular flight,0.12000000000000002,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
478,lion air suka bgt bikin org gugup ,Lion Air really likes making people nervous,lion air suka bgt bikin org gugup,0.2,Positive,0.2484,Positive,0.303,0.206,0.491,0.2484
479, pikniks piknikhore piknikjogjakarta cek harga tiket pesawat murah lion air klik ,picnic picnic hooray picnic Yogyakarta check cheap Lion Air plane ticket prices CLICK,pikniks piknikhore piknikjogjakarta cek harga tiket pesawat murah lion air klik,0.4,Positive,0.5106,Positive,0.216,0.0,0.784,0.5106
480, liputan dotcom wkwkwk kapok naik lion air group kok bisa sama jam dari makassar jkt ini baru mau berangkat jam ,"dotcom coverage hahaha, I've given up on riding Lion Air Group, how come it's the same time from Makassar JKT, I'm just about to leave at",liput dotcom wkwkwk kapok lion air group jam makassar jkt berangkat jam,0.1,Positive,0.5267,Positive,0.125,0.042,0.833,0.5267
481, geloraco dibelakang cak imin itu ada rusdi kirana bosnya lion air ini dulu agen penjual tiket lalu tiba saja bisa beli pesawat itu karna dimodalin nah sipemodal inilah kendalikan cak imin dan pkb nya,"The excitement behind Cak Imin is Rusdi Kirana, the boss of Lion Air, who used to be a ticket sales agent, then suddenly he was able to buy the plane because he was capitalized, well, this is the investor who controls Cak Imin and his PKB.",geloraco belakang cak imin rusdi kirana bos lion air agen jual tiket beli pesawat karna dimodalin sipemodal kendali cak imin pkb,0.033333333333333326,Neutral,0.6486,Positive,0.108,0.0,0.892,0.6486
482,lion air segera terbang dari ambon langgur ,Lion Air will soon fly from Ambon Langgur,lion air terbang ambon langgur,0.8,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
483,temen wartawan silakan dateng kantor pusat lion air harmoni deh ada chaos tuh mayan buat berita ,"Fellow journalists, please come to the Lion Air Harmoni head office. There's chaos, Mayan for the news",temen wartawan sila dateng kantor pusat lion air harmoni deh chaos mayan berita,0.0,Neutral,-0.34,Negative,0.11,0.176,0.714,-0.34
484, lion air kenapa dah hari gabisa telp anjirr,"Lion Air, why haven't I been able to call the anjirr for days?",lion air dah gabisa telp anjirr,0.5,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
485,buka konektivitas intra maluku lion air buka rute baru ambon langgur ,Opens Intra Maluku Connectivity Lion Air Opens New Ambon Langgur Route,buka konektivitas intra malu lion air buka rute ambon langgur,0.13636363636363635,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
486, andyhuskyy orang naik lion air tertawa ada berdiri duluan ketika barusan landing,"AndyHuskyy, the person on board Lion Air, laughed and stood up first when he had just landed",andyhuskyy orang lion air tertawa diri duluan barusan landing,0.475,Positive,0.4588,Positive,0.158,0.0,0.842,0.4588
487, gusbaster orang naik lion air tertawa lihat orang tertawa helikopter menertawakan orang tertawa kemacetan,gusbaster People riding Lion Air laughing look at people laughing helicopters laughing at people laughing traffic jams,gusbaster orang lion air tertawa lihat orang tertawa helikopter tertawa orang tertawa macet,0.0,Neutral,0.9153,Positive,0.496,0.0,0.504,0.9153
488,pikt adzn kyok kmps kei lion air piket lah ruh hll,picket adzn kyok campus to lion air picket is spirit hll,pikt adzn kyok kmps kei lion air piket ruh hll,0.0,Neutral,0.1779,Positive,0.145,0.0,0.855,0.1779
489, mlh ruh srkt kro toer hll rak ruhq lion air,mlh ruh srkt kro toer hll rak ruhq lion air,mlh ruh srkt kro toer hll rak ruhq lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
490, laahgitu mbaktiw hrdbacot haha perumahan telaga bestari balaraja timur mmg ada mess apa kantor dah krng tau pramugari lion air disana,"That's it, Ms. HRDbacot haha, Telaga Bestari East Balaraja housing complex, is there a mess or is there an office because you know the Lion Air flight attendants are there?",laahgitu mbaktiw hrdbacot haha rumah telaga bestari balaraja timur mmg mess kantor dah krng pramugari lion air sana,-0.09166666666666666,Negative,0.128,Positive,0.09,0.075,0.836,0.128
491,nton lion air bru ber experimn tikt ,nton lion air bru ber experimn tikt,nton lion air bru ber experimn tikt,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
492,amrk glem invstr lion air tau lion airn iri psrn uwong kui kyok terminal umum kae gek due mesjid kui ,amrk glem invstr lion air tau lion airn iri psrn uwong kui kyok terminal umum kae gek due mesjid kui,amrk glem invstr lion air lion airn iri psrn uwong kui kyok terminal kae gek due mesjid kui,-0.125,Negative,0.0,Neutral,0.0,0.0,1.0,0.0
493,hall kei lion air gur guuys kui ndeso men sik nyekel golek bling dewe koin twiln neh,hall kei lion air gur guuys kui ndeso men sik nyekel golek bling dewe coin twiln neh,hall kei lion air gur guuys kui ndeso men sik nyekel golek bling dewe koin twiln neh,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
494,lion air sepkt kui tau msjd yok liane gur mkir kui hll ,lion air sepkt kui tau msjd yok liane gur mkir kui hll,lion air sepkt kui msjd yok liane gur mkir kui hll,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
495,jkt bru jluke mesjid tnn kro lion air tatv ,Jkt bru jluke mosque tnn kro lion air tatv,jkt bru jluke mesjid tnn kro lion air tatv,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
496, semootapi cnnindonesia nanti kamu gak bisa terbang dengan lion air ,semootapi CNNIndonesia Later you won't be able to fly with Lion Air,semootapi cnnindonesia terbang lion air,0.43333333333333335,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
497,kek anying dia tiba pap lounge eksekutif garuda gitu kan aing sbg penumpang setia lion air ekonomi can relate ,"How come anying has arrived pap of the Garuda executive lounge like that, I'm a loyal passenger of Lion Air economy can relate",kek anying pap lounge eksekutif garuda gitu aing sbg tumpang setia lion air ekonomi can relate,0.3333333333333333,Positive,0.6808,Positive,0.211,0.0,0.789,0.6808
498,kondisi bandara yang delay nya hampir seharian karena nunggu lion air yang delay nya kemenhub lionairid ,"The condition of the airport was delayed for almost a day due to waiting for Lion Air, which was delayed by the LionAirID Ministry of Transportation",kondisi bandara delay hari nunggu lion air delay kemenhub lionairid,-0.125,Negative,-0.4215,Negative,0.0,0.137,0.863,-0.4215
499,informasi jadwal penerbangan tiket promo lion air ,Lion Air Promo Ticket Flight Schedule Information,informasi jadwal terbang tiket promo lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
500, tadi udah dibeliin nasi goreng buat penumpangnya sama lion air biar pada bete ,Previously I had bought fried rice for passengers with Lion Air to make them feel bored,udah dibeliin nasi goreng tumpang lion air bete,-0.3333333333333333,Negative,-0.2732,Negative,0.0,0.123,0.877,-0.2732
501,kunjungi kantor lion air pemkab ingin hidupkan kembali penerbangan jember kunjungan kantor pusat lion air tower jakarta dilakukan bupati hendy siswanto selasa ,VISIT LION AIR OFFICE REGENCY GOVERNMENT WANTS TO RETURN JEMBER FLIGHTS Visit to Lion Air Tower Jakarta Head Office carried out by Regent Hendy Siswanto Tuesday,kunjung kantor lion air pemkab hidup terbang jember kunjung kantor pusat lion air tower jakarta bupati hendy siswanto selasa,0.2,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
502, idextratime terbang langsung jam dari barcelona sydney untung pesawatnya bagus coba naek lion air kelas ekonomi bisa gede semua dengkul,idextratime Fly direct hours from Barcelona Sydney Luckily the plane is good try taking Lion Air economy class can be big on all knees,idextratime terbang langsung jam barcelona sydney untung pesawat bagus coba naek lion air kelas ekonomi gede dengkul,0.38666666666666666,Positive,0.7351,Positive,0.22,0.0,0.78,0.7351
503,ini lion air delay lagi ,This is Lion Air delayed again,lion air delay,0.0,Neutral,-0.2263,Negative,0.0,0.275,0.725,-0.2263
504, tiketpesawat tiketpesawatmurah liburanbali harga tiket pesawat lion air dari medan semarang klik ,"cheap plane tickets for Bali holidays, Lion Air plane ticket prices from Medan, Semarang CLICK",tiketpesawat tiketpesawatmurah liburanbali harga tiket pesawat lion air medan semarang klik,0.4,Positive,0.3818,Positive,0.157,0.0,0.843,0.3818
505, piknikpalu liburan wisata harga tiket pesawat lion air dari banjarmasin semarang klik ,"Bali picnic, tourist holiday, Lion Air plane ticket prices from Banjarmasin, Semarang CLICK",piknikpalu libur wisata harga tiket pesawat lion air banjarmasin semarang klik,0.0,Neutral,0.4019,Positive,0.184,0.0,0.816,0.4019
506, mudik mudiklebarang mudikasik harga tiket pesawat lion air medan semarang klik ,going home and going home for Eid homecoming fun Lion Air plane ticket prices Medan Semarang CLICK,mudik mudiklebarang mudikasik harga tiket pesawat lion air medan semarang klik,0.3,Positive,0.5106,Positive,0.171,0.0,0.829,0.5106
507, ayoo nginap mudik harga tiket pesawat lion air dari jakarta semarang klik ,"Come on, stay home and go home, Lion Air flight ticket prices from Jakarta, Semarang, CLICK",ayoo nginap mudik harga tiket pesawat lion air jakarta semarang klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
508, ayotraveling ayodolanjogja ayokemaluku harga tiket pesawat lion air banjarmasin semarang klik ,"let's travel, let's play Jogja, let's go to Maluku, Lion Air flight ticket prices, Banjarmasin, Semarang, CLICK",ayotraveling ayodolanjogja ayokemaluku harga tiket pesawat lion air banjarmasin semarang klik,0.0,Neutral,0.34,Positive,0.13,0.0,0.87,0.34
509, ayokeaceh ayoo ayopiknik harga tiket pesawat lion air balikpapan semarang klik ,"Come on, Aceh, come on, come on, picnic, Lion Air Balikpapan flight ticket prices, Semarang CLICK",ayokeaceh ayoo ayopiknik harga tiket pesawat lion air balikpapan semarang klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
510, ayokejogja ayoo ayomain harga tiket pesawat lion air jakarta semarang klik ,"Come on, Jogja, come on, come on, Lion Air flight ticket prices Jakarta Semarang, CLICK",ayokejogja ayoo ayomain harga tiket pesawat lion air jakarta semarang klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
511,pada hari selasa tanggal mei pukul wib jamaah umrah diberangkatkan dengan maskapai lion air dengan nomor penerbangan menggunakan pesawat airbus sebanyak penumpang ,"On Tuesday, May at WIB, the Umrah pilgrims departed on Lion Air with a flight number using Airbus aircraft as many as passengers.",selasa tanggal mei wib jamaah umrah berangkat maskapai lion air nomor terbang pesawat airbus tumpang,0.5,Positive,0.0772,Positive,0.056,0.0,0.944,0.0772
512, dolankaranganyar dolansleman dolanmagelang harga tiket pesawat lion air semarang klik ,Dolan Karanganyar Dolan Sleman Dolan Magelang Lion Air Semarang flight ticket prices CLICK,dolankaranganyar dolansleman dolanmagelang harga tiket pesawat lion air semarang klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
513, dolanklaten dolanboyolali dolanbareng harga tiket pesawat semarang lion air klik ,Dolan Klaten Dolan Boyolali Dolan with Semarang Lion Air flight ticket prices CLICK,dolanklaten dolanboyolali dolanbareng harga tiket pesawat semarang lion air klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
514, dolansolo dolanan dolan harga tiket pesawat lion air dari kuala lumpur semarang klik ,dolansolo dolanan dolan Lion Air flight ticket prices from Kuala Lumpur Semarang CLICK,dolansolo dolan dolan harga tiket pesawat lion air kuala lumpur semarang klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
515, backpacker_id backpackermalang dolan harga tiket pesawat lion air dari jakarta semarang klik ,Malang backpacker ID backpacker and Lion Air flight ticket prices from Jakarta Semarang CLICK,backpacker id backpackermalang dolan harga tiket pesawat lion air jakarta semarang klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
516, backpackerindonesian backpackernusantara backpackersindonesia harga tiket pesawat lion air batam semarang klik ,Indonesian backpacker Indonesian backpacker Indonesian backpacker Lion Air flight ticket prices Batam Semarang CLICK,backpackerindonesian backpackernusantara backpackersindonesia harga tiket pesawat lion air batam semarang klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
517, plivyan samaa pas mudik pake citylink maksain padahal jamnya pas penting airbus wkwkwk pas baliknya tetep lion air boeing soalnya ada cuman itu ,"plivyan same, when I go home I use Citylink, even though the time is right, it's important for Airbus, but when I come back, it's still Lion Air Boeing because that's all there is.",plivyan samaa pas mudik pake citylink maksain jam pas airbus wkwkwk pas balik tetep lion air boeing cuman,0.17142857142857143,Positive,0.1027,Positive,0.041,0.0,0.959,0.1027
518, contardoade sebelumnya kami sampaikan permohonan maaf dan terima kasih untuk kepedulian yang bapak ibu sampaikan agar lion air group menjadi lebih baik lagi kedepannya dapat cek nya kak,"contardoade Previously we would like to apologize and thank you for the concern that you conveyed so that Lion Air Group can be even better in the future. You can check it, bro.",contardoade mohon maaf terima kasih peduli lion air group depan cek kak,0.11111111111111112,Positive,0.8074,Positive,0.243,0.0,0.757,0.8074
519,masya alloh tabarokalloh keberangkatan tgl mei carter pesawat lion air jamaah ,Masha Allah TabarakAllah Departure on May chartered by Lion Air Jamaah,masya alloh tabarokalloh berangkat tgl mei carter pesawat lion air jamaah,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
520, fijeno delay mulu lion air ,fijeno LION AIR MOUTH DELAY,fijeno delay mulu lion air,0.0,Neutral,-0.4648,Negative,0.0,0.431,0.569,-0.4648
521, indoflyer foto airbus neo lion air waktu awal pandemic ,indoflyer Photo of Lion Air's Airbus Neo at the start of the pandemic,indoflyer foto airbus neo lion air pandemic,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
522,cara beli bagasi lion air ,How to Buy Lion Air Baggage,beli bagasi lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
523, indoflyer sultan hasanuddin kembalinya free bagasi lion air merupakan berita positif yang tidak menggembirakan sekarang klo event luar kota kantor tempat kerja kembali mengandalkan lcc satu ini jadicurhat ,"Indoflyer Sultan Hasanuddin The return of Lion Air's free baggage allowance is positive news which is not encouraging. Now for out-of-town events, workplace offices are once again relying on LCCs, this is a source of concern.",indoflyer sultan hasanuddin kembali free bagasi lion air berita positif gembira event kota kantor kerja andal lcc jadicurhat,0.31363636363636366,Positive,0.6278,Positive,0.162,0.065,0.773,0.6278
524, indoflyer saudara tapi gak dianggep lion air jet amp super air ,indoflyer Brother but not considered Lion Air Jet amp Super Air,indoflyer saudara dianggep lion air jet super air,0.3333333333333333,Positive,0.7469,Positive,0.349,0.0,0.651,0.7469
525, indoflyer mau naik jakarta via lion air via sultan syarif kasim riau ,Indoflyer Want to go to Jakarta via Lion Air via Sultan Syarif Kasim Riau,indoflyer jakarta via lion air via sultan syarif kasim riau,0.0,Neutral,0.0772,Positive,0.091,0.0,0.909,0.0772
526, indoflyer sejauh ini bwx groundhandling masih ada dari beberapa maskapai saja seperti lion air group lion air batik air amp wings air gia group garuda indonesia amp citilink amp susi air ,indoflyer So far BWX Groundhandling is still available from a few airlines such as Lion Air Group Lion Air Batik Air amp Wings Air GIA Group Garuda Indonesia amp Citilink amp Susi Air,indoflyer bwx groundhandling maskapai lion air group lion air batik air wings air gia group garuda indonesia citilink sus air,0.075,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
527, ratih halo kak ratih jika ktp terjatuh pesawat maka merupakan kewenangan maskapai penerbangan yang digunakan silakan berkoordinasi langsung dengan pihak maskapai penerbangan lion air kak informasi kontak akan kami berikan melalui kak terima kasih saski,"ratih Hello Sis Ratih If your KTP falls on a plane then it is the authority of the airline to use. Please coordinate directly with the airline Lion Air, Sis. Contact information will be provided via Sis. Thank you, Saski.",ratih halo kak ratih ktp jatuh pesawat wenang maskapai terbang sila koordinasi langsung maskapai terbang lion air kak informasi kontak kak terima kasih saski,0.1,Positive,0.6249,Positive,0.142,0.0,0.858,0.6249
528, wisatabahari wisatamurah wisatajakarta tiket pesawat bali lion air klik ,marine tourism cheap tourism jakarta tourism bali lion air plane tickets CLICK,wisatabahari wisatamurah wisatajakarta tiket pesawat bal lion air klik,0.4,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
529, wisatalokal wisatabali wisatareligi tiket pesawat murah bali lion air klik ,local tourism Bali tourism religious tourism cheap airline tickets to Bali Lion Air CLICK,wisatalokal wisatabali wisatareligi tiket pesawat murah bal lion air klik,0.13333333333333333,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
530,masalah teknis kami sudah duduk semua pesawat dan bersiap untuk take off lion air makassar jakarta tetiba ada pengumuman dari pilot bahwa pesawat ada masalah teknis kami dipersilakan turun kembali ,TECHNICAL PROBLEMS We were all seated on the plane and preparing to take off Lion Air Makassar Jakarta. Suddenly there was an announcement from the pilot that the plane had a technical problem. We were invited back down.,teknis duduk pesawat take off lion air makassar jakarta tetiba umum pilot pesawat teknis sila turun,-0.031111111111111117,Neutral,-0.7297,Negative,0.0,0.146,0.854,-0.7297
531, wisatajawatimur wisatamalang wisatabogor tiket pesawat promo bali lion air klik ,WisataJawatimur WisataMalang WisataBogor Promo Bali Lion Air flight tickets CLICK,wisatajawatimur wisatamalang wisatabogor tiket pesawat promo bal lion air klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
532, ghozymuhammadd kenapa lion air aja,Ghazy Muhammad Why just Lion Air,ghozymuhammadd lion air aja,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
533, dakhnan yusuf_dumdum tukang fitnah lion air ,Dakhnan yusuf_dumdum Lion Air FITNAH worker,dakhnan yusuf dumdum tukang fitnah lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
534,singa singa apa yang bisa terbang lion air,Lion What lion can fly Lion Air,singa singa terbang lion air,0.8,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
535, lionairgroup halo min koper kabin inci bisa masuk kabin lion air gak ,lionairgroup hello min can my cabin suitcase enter the lion air cabin?,lionairgroup halo min koper kabin inci masuk kabin lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
536,temen wartawan silakan dateng kantor pusat lion air harmoni deh ada chaos tuh mayan buat berita ,"Fellow journalists, please come to the Lion Air Harmoni head office. There's chaos, Mayan for the news",temen wartawan sila dateng kantor pusat lion air harmoni deh chaos mayan berita,0.0,Neutral,-0.34,Negative,0.11,0.176,0.714,-0.34
537, ahmadsyauqi kak saya penumpang lion air dari bpn sub tadi hrusnya landing jam tapi karena batik air ini tadi jadi muter langit gresik menit abis itu landing dps baru landing juanda jam sore tidak ada kompensasi juga ,"ahmadsyauqi Sis, I'm a Lion Air passenger from BPN SUB. I was supposed to be landing at about time, but because Batik Air was turning around, the skies of Gresik, minutes after that, the new DPS landed at Juanda in the afternoon, there was no compensation either.",ahmadsyauqi kak tumpang lion air bpn sub hrusnya landing jam batik air muter langit gresik menit abis landing dps landing juanda jam sore kompensasi,0.13636363636363635,Positive,-0.4215,Negative,0.0,0.057,0.943,-0.4215
538, rek lion air iki delay emang keki mangan mosok jadwal penerbangan jam mau ape dibudalno jam ,"Lion Air's account has a delay indeed, Mangan Mosok, what time is the flight schedule in Budalno?",rek lion air iki delay emang keki mangan mosok jadwal terbang jam ape dibudalno jam,0.0,Neutral,-0.3182,Negative,0.0,0.126,0.874,-0.3182
539, bukan cuma lion air aja semua airlines baru aja landing juanda makassar stlh berputar udara selama menit menurut pilot ada perbaikan landasan jadi berimbas semua jadwal penerbangan selanjutnya,"Not just Lion Air, all airlines have just landed in Juanda Makassar after turning around for minutes. According to the pilot, there are runway repairs, so this will impact all subsequent flight schedules.",lion air aja airlines aja landing juanda makassar stlh putar udara menit pilot baik landas imbas jadwal terbang,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
540, kalo gue diginiin pasti lion air wkwkwk kalo pun qrt jawabannya kami usahakan tidak delay dan aman diperjalanan hadeh hadeh lion,"if I want it, it's definitely Lion Air, hahaha, even if it's QRT, the answer is we try not to delay and it's safe on the trip, hadeh hadeh lion",gue diginiin lion air wkwkwk qrt jawab usaha delay aman jalan hadeh hadeh lion,0.2333333333333333,Positive,0.8876,Positive,0.333,0.0,0.667,0.8876
541, farrassoabiyou perihal laporan tersebut silahkan datang langsung lost and found lion air terminal kedatangan bandar udara juanda surabaya dengan membawa bagasi yang tertukar boarding pass dan identitas diri tks lily,"farrassoabiyou Regarding this report, please come directly to the lost and found Lion Air Arrival Terminal at Juanda Airport, Surabaya with baggage that has mixed boarding passes and personal identification. Tks Lily",farrassoabiyou perihal lapor silah langsung lost and found lion air terminal datang bandar udara juanda surabaya bawa bagasi tukar boarding pass identitas tks lily,0.03333333333333333,Neutral,0.0,Neutral,0.066,0.066,0.867,0.0
542,lionair group suka delay karna proses check nya lama amp sediikit akarnya soeta ini delay kmn kudunya dia punya terminal sendiri secara maskapai paling banyaak penumpangnya ,The Lion Air group likes delays because the check process takes a long time and is a bit of a problem. Soeta is delayed because it should have its own terminal as the airline with the most passengers,lionair group suka delay karna proses check sediikit akar soeta delay kmn kudu terminal maskapai banyaak tumpang,0.3499999999999999,Positive,-0.2023,Negative,0.066,0.108,0.825,-0.2023
543,alami insiden bird strike lion air kembali bandara asal ,Experience Lion Air's Bird Strike Incident Returning to Home Airport,alami insiden bird strike lion air bandara,0.0,Neutral,-0.128,Negative,0.0,0.143,0.857,-0.128
544,alami insiden bird strike lion air kembali bandara asal ,Experience Lion Air's Bird Strike Incident Returning to Home Airport,alami insiden bird strike lion air bandara,0.0,Neutral,-0.128,Negative,0.0,0.143,0.857,-0.128
545,alami insiden bird strike lion air kembali bandara asal ,Experience Lion Air's Bird Strike Incident Returning to Home Airport,alami insiden bird strike lion air bandara,0.0,Neutral,-0.128,Negative,0.0,0.143,0.857,-0.128
546,alami insiden bird strike lion air kembali bandara asal ,Experience Lion Air's Bird Strike Incident Returning to Home Airport,alami insiden bird strike lion air bandara,0.0,Neutral,-0.128,Negative,0.0,0.143,0.857,-0.128
547, prambors kali space macam lion air pramugari nya itu pesawat ulang alik woy,"Prambors Kali Space is like a Lion Air flight attendant on a space shuttle, wow",prambors kali space lion air pramugari pesawat ulang alik woy,0.15000000000000002,Positive,0.743,Positive,0.326,0.0,0.674,0.743
548,naik pesawat lion air tuh capeknya bisa seharian padahal pesawat cuma jam,Taking a Lion Air plane can be tiring all day even though the plane only takes hours,pesawat lion air capek hari pesawat jam,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
549,kini syarat naik pesawat khusus penumpang lion air batik dan wings air bebas pcr dan antigen lewat tribunpontianak,Now the conditions for boarding special planes for Lion Air Batik and Wings Air passengers are PCR and Antigen Free via tribunpontianak,syarat pesawat khusus tumpang lion air batik wings air bebas pcr antigen tribunpontianak,0.37857142857142856,Positive,0.7184,Positive,0.231,0.0,0.769,0.7184
550,lion air lambat banget bgsd ,Lion Air is really slow,lion air lambat banget bgsd,-0.30000000000000004,Negative,0.0,Neutral,0.0,0.0,1.0,0.0
551,persyaratan wajib penumpang pada perjalanan udara domestik lion air group nusakini ,MANDATORY Passenger Requirements on Lion Air Group Nusakini Domestic Air Travel,syarat wajib tumpang jalan udara domestik lion air group nusakini,0.0,Neutral,0.2577,Positive,0.169,0.0,0.831,0.2577
552,selamat siang kedatangan lion air dari surabaya terdapat domestik masuk dengan media pembawa ikan hias air tawar dengan jumlah ekor kkpaccelerate bkipm_kkp bkipmtolitoli palupantoloan harimaryadi hamzahsila syafitrianto ,"Good afternoon, the arrival of Lion Air from Surabaya, there are domestic ones entering with freshwater ornamental fish carriers with the number of tails KKPAccelerate bkipm_kkp bkipmtolitoli PaluPantoloan harimaryadi HamzahSila syafitrianto",selamat siang datang lion air surabaya domestik masuk media bawa ikan hias air tawar ekor kkpaccelerate bkipm kkp bkipmtolitoli palupantoloan harimaryadi hamzahsila syafitrianto,0.35,Positive,0.4939,Positive,0.127,0.0,0.873,0.4939
553,white lion amp air supply membuat sabtu pagi ini bersenandung,White Lion amp Air Supply made this Saturday morning hum,white lion air supply sabtu pagi senandung,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
554, ryamizardsam _ekokuntadhi dulu waktu masih kerja jakarta kadang akhir pekan malas pulang bali karena tiket pesawat mahal daripada suntuk saya pergi singapura pakai lion air berangkat pagi pulang malam cuma kencing doang kesono aman aman saja,"RyamizardSam _ekokuntadhi When I was still working in Jakarta, sometimes I was too lazy to go home to Bali on the weekends because plane tickets were expensive. Instead of going too late, I went to Singapore using Lion Air, leaving in the morning, coming home at night, just peeing, so it's safe, it's safe, it's safe.",ryamizardsam ekokuntadhi kerja jakarta kadang pekan malas pulang bal tiket pesawat mahal suntuk pergi singapura pakai lion air berangkat pagi pulang malam kencing doang sono aman aman,0.075,Positive,0.7564,Positive,0.141,0.039,0.819,0.7564
